url,language,page_type,intent,discovery_source,http_status,canonical,index_status,clicks_period_1,impressions_period_1,clicks_period_2,impressions_period_2,measurement_periods,commercial_target,verified_facts_source,decision,reason
https://pepperoni.tatar/ar/export/bahrain,ar,export-country,legacy URL retirement,consolidation_map; index_manifest,410,n.a.,gone,n.a.,n.a.,n.a.,n.a.,"P1=2026-07-01..2026-07-31; P2=2026-08-01..2026-08-31; GSC sc-domain:pepperoni.tatar, web search, all countries/devices, dimensions=date+page; GSC data lag ≤3 days",/ar/export/bahrain,products.json + brand.txt; claims need technologist/sales,keep 410,no distinct supported intent or evidence
https://pepperoni.tatar/ar/export/egypt,ar,export-country,legacy URL retirement,GSC pages 2026-06..09; consolidation_map; index_manifest,410,n.a.,gone,0,0,0,0,"P1=2026-07-01..2026-07-31; P2=2026-08-01..2026-08-31; GSC sc-domain:pepperoni.tatar, web search, all countries/devices, dimensions=date+page; GSC data lag ≤3 days",/ar/export/egypt,products.json + brand.txt; claims need technologist/sales,keep 410,no distinct supported intent or evidence
https://pepperoni.tatar/ar/export/kuwait,ar,export-country,legacy URL retirement,GSC pages 2026-06..09; consolidation_map; index_manifest,410,n.a.,gone,0,3,0,3,"P1=2026-07-01..2026-07-31; P2=2026-08-01..2026-08-31; GSC sc-domain:pepperoni.tatar, web search, all countries/devices, dimensions=date+page; GSC data lag ≤3 days",/ar/export/kuwait,products.json + brand.txt; claims need technologist/sales,keep 410,no distinct supported intent or evidence
https://pepperoni.tatar/ar/export/oman,ar,export-country,legacy URL retirement,GSC pages 2026-06..09; consolidation_map; index_manifest,410,n.a.,gone,0,7,0,4,"P1=2026-07-01..2026-07-31; P2=2026-08-01..2026-08-31; GSC sc-domain:pepperoni.tatar, web search, all countries/devices, dimensions=date+page; GSC data lag ≤3 days",/ar/export/oman,products.json + brand.txt; claims need technologist/sales,keep 410,no distinct supported intent or evidence
https://pepperoni.tatar/ar/export/qatar,ar,export-country,legacy URL retirement,GSC pages 2026-06..09; consolidation_map; index_manifest,410,n.a.,gone,0,0,0,1,"P1=2026-07-01..2026-07-31; P2=2026-08-01..2026-08-31; GSC sc-domain:pepperoni.tatar, web search, all countries/devices, dimensions=date+page; GSC data lag ≤3 days",/ar/export/qatar,products.json + brand.txt; claims need technologist/sales,keep 410,no distinct supported intent or evidence
https://pepperoni.tatar/ar/export/saudi-arabia,ar,export-country,legacy URL retirement,GSC pages 2026-06..09; consolidation_map; index_manifest,410,n.a.,gone,0,0,0,1,"P1=2026-07-01..2026-07-31; P2=2026-08-01..2026-08-31; GSC sc-domain:pepperoni.tatar, web search, all countries/devices, dimensions=date+page; GSC data lag ≤3 days",/ar/export/saudi-arabia,products.json + brand.txt; claims need technologist/sales,keep 410,no distinct supported intent or evidence
https://pepperoni.tatar/ar/export/uae,ar,export-country,legacy URL retirement,consolidation_map; index_manifest,410,n.a.,gone,n.a.,n.a.,n.a.,n.a.,"P1=2026-07-01..2026-07-31; P2=2026-08-01..2026-08-31; GSC sc-domain:pepperoni.tatar, web search, all countries/devices, dimensions=date+page; GSC data lag ≤3 days",/ar/export/uae,products.json + brand.txt; claims need technologist/sales,keep 410,no distinct supported intent or evidence
https://pepperoni.tatar/ar/export/yemen,ar,export-country,legacy URL retirement,GSC pages 2026-06..09; consolidation_map; index_manifest,410,n.a.,gone,0,0,0,0,"P1=2026-07-01..2026-07-31; P2=2026-08-01..2026-08-31; GSC sc-domain:pepperoni.tatar, web search, all countries/devices, dimensions=date+page; GSC data lag ≤3 days",/ar/export/yemen,products.json + brand.txt; claims need technologist/sales,keep 410,no distinct supported intent or evidence
https://pepperoni.tatar/ar/geo/babbroni-halal-abu-dhabi,ar,geo (retired),legacy URL retirement,GSC pages 2026-06..09; consolidation_map; index_manifest,410,n.a.,gone,0,1,0,0,"P1=2026-07-01..2026-07-31; P2=2026-08-01..2026-08-31; GSC sc-domain:pepperoni.tatar, web search, all countries/devices, dimensions=date+page; GSC data lag ≤3 days",/halal,n.a.,keep 410,unsupported locale city page
https://pepperoni.tatar/ar/geo/babbroni-halal-abu-dhabi-d,ar,geo (retired),legacy city×product (retired),GSC pages 2026-06..09,410,n.a.,"n.a. (legacy URL, not served; GSC history only)",0,0,0,0,"P1=2026-07-01..2026-07-31; P2=2026-08-01..2026-08-31; GSC sc-domain:pepperoni.tatar, web search, all countries/devices, dimensions=date+page; GSC data lag ≤3 days",/halal,n.a.,none,"legacy URL, 0 clicks in both periods; leave 404/410"
https://pepperoni.tatar/ar/geo/babbroni-halal-ajman,ar,geo (retired),legacy URL retirement,GSC pages 2026-06..09; consolidation_map; index_manifest,410,n.a.,gone,0,1,0,0,"P1=2026-07-01..2026-07-31; P2=2026-08-01..2026-08-31; GSC sc-domain:pepperoni.tatar, web search, all countries/devices, dimensions=date+page; GSC data lag ≤3 days",/halal,n.a.,keep 410,unsupported locale city page
https://pepperoni.tatar/ar/geo/babbroni-halal-alexandria,ar,geo (retired),legacy URL retirement,GSC pages 2026-06..09; consolidation_map; index_manifest,301,https://pepperoni.tatar/en/pepperoni,redirected,0,4,0,6,"P1=2026-07-01..2026-07-31; P2=2026-08-01..2026-08-31; GSC sc-domain:pepperoni.tatar, web search, all countries/devices, dimensions=date+page; GSC data lag ≤3 days",/halal,n.a.,keep 301,geo URL still earns search clicks (1) → equivalent hub
https://pepperoni.tatar/ar/geo/babbroni-halal-amman,ar,geo (retired),legacy URL retirement,GSC pages 2026-06..09; consolidation_map; index_manifest,301,https://pepperoni.tatar/en/pepperoni,redirected,1,9,1,8,"P1=2026-07-01..2026-07-31; P2=2026-08-01..2026-08-31; GSC sc-domain:pepperoni.tatar, web search, all countries/devices, dimensions=date+page; GSC data lag ≤3 days",/halal,n.a.,keep 301,geo URL still earns search clicks (3) → equivalent hub
https://pepperoni.tatar/ar/geo/babbroni-halal-cairo,ar,geo (retired),legacy URL retirement,GSC pages 2026-06..09; consolidation_map; index_manifest,410,n.a.,gone,0,18,0,6,"P1=2026-07-01..2026-07-31; P2=2026-08-01..2026-08-31; GSC sc-domain:pepperoni.tatar, web search, all countries/devices, dimensions=date+page; GSC data lag ≤3 days",/halal,n.a.,keep 410,unsupported locale city page
https://pepperoni.tatar/ar/geo/babbroni-halal-cairo-c,ar,geo (retired),legacy city×product (retired),GSC pages 2026-06..09,410,n.a.,"n.a. (legacy URL, not served; GSC history only)",0,3,0,0,"P1=2026-07-01..2026-07-31; P2=2026-08-01..2026-08-31; GSC sc-domain:pepperoni.tatar, web search, all countries/devices, dimensions=date+page; GSC data lag ≤3 days",/halal,n.a.,none,"legacy URL, 0 clicks in both periods; leave 404/410"
https://pepperoni.tatar/ar/geo/babbroni-halal-dammam-d,ar,geo (retired),legacy city×product (retired),GSC pages 2026-06..09,410,n.a.,"n.a. (legacy URL, not served; GSC history only)",0,0,0,0,"P1=2026-07-01..2026-07-31; P2=2026-08-01..2026-08-31; GSC sc-domain:pepperoni.tatar, web search, all countries/devices, dimensions=date+page; GSC data lag ≤3 days",/halal,n.a.,none,"legacy URL, 0 clicks in both periods; leave 404/410"
https://pepperoni.tatar/ar/geo/babbroni-halal-doha-d,ar,geo (retired),legacy city×product (retired),GSC pages 2026-06..09,410,n.a.,"n.a. (legacy URL, not served; GSC history only)",0,0,0,0,"P1=2026-07-01..2026-07-31; P2=2026-08-01..2026-08-31; GSC sc-domain:pepperoni.tatar, web search, all countries/devices, dimensions=date+page; GSC data lag ≤3 days",/halal,n.a.,none,"legacy URL, 0 clicks in both periods; leave 404/410"
https://pepperoni.tatar/ar/geo/babbroni-halal-dubai,ar,geo (retired),legacy URL retirement,consolidation_map; index_manifest,410,n.a.,gone,n.a.,n.a.,n.a.,n.a.,"P1=2026-07-01..2026-07-31; P2=2026-08-01..2026-08-31; GSC sc-domain:pepperoni.tatar, web search, all countries/devices, dimensions=date+page; GSC data lag ≤3 days",/halal,n.a.,keep 410,unsupported locale city page
https://pepperoni.tatar/ar/geo/babbroni-halal-giza,ar,geo (retired),legacy URL retirement,GSC pages 2026-06..09; consolidation_map; index_manifest,410,n.a.,gone,0,1,0,10,"P1=2026-07-01..2026-07-31; P2=2026-08-01..2026-08-31; GSC sc-domain:pepperoni.tatar, web search, all countries/devices, dimensions=date+page; GSC data lag ≤3 days",/halal,n.a.,keep 410,unsupported locale city page
https://pepperoni.tatar/ar/geo/babbroni-halal-giza-d,ar,geo (retired),legacy city×product (retired),GSC pages 2026-06..09,410,n.a.,"n.a. (legacy URL, not served; GSC history only)",0,1,0,0,"P1=2026-07-01..2026-07-31; P2=2026-08-01..2026-08-31; GSC sc-domain:pepperoni.tatar, web search, all countries/devices, dimensions=date+page; GSC data lag ≤3 days",/halal,n.a.,none,"legacy URL, 0 clicks in both periods; leave 404/410"
https://pepperoni.tatar/ar/geo/babbroni-halal-jeddah,ar,geo (retired),legacy URL retirement,GSC pages 2026-06..09; consolidation_map; index_manifest,301,https://pepperoni.tatar/en/pepperoni,redirected,0,28,3,8,"P1=2026-07-01..2026-07-31; P2=2026-08-01..2026-08-31; GSC sc-domain:pepperoni.tatar, web search, all countries/devices, dimensions=date+page; GSC data lag ≤3 days",/halal,n.a.,keep 301,geo URL still earns search clicks (3) → equivalent hub
https://pepperoni.tatar/ar/geo/babbroni-halal-jeddah-d,ar,geo (retired),legacy city×product (retired),GSC pages 2026-06..09,410,n.a.,"n.a. (legacy URL, not served; GSC history only)",0,4,0,0,"P1=2026-07-01..2026-07-31; P2=2026-08-01..2026-08-31; GSC sc-domain:pepperoni.tatar, web search, all countries/devices, dimensions=date+page; GSC data lag ≤3 days",/halal,n.a.,none,"legacy URL, 0 clicks in both periods; leave 404/410"
https://pepperoni.tatar/ar/geo/babbroni-halal-kuwait-city-c,ar,geo (retired),legacy city×product (retired),GSC pages 2026-06..09,410,n.a.,"n.a. (legacy URL, not served; GSC history only)",0,0,0,0,"P1=2026-07-01..2026-07-31; P2=2026-08-01..2026-08-31; GSC sc-domain:pepperoni.tatar, web search, all countries/devices, dimensions=date+page; GSC data lag ≤3 days",/halal,n.a.,none,"legacy URL, 0 clicks in both periods; leave 404/410"
https://pepperoni.tatar/ar/geo/babbroni-halal-kuwait-city-d,ar,geo (retired),legacy city×product (retired),GSC pages 2026-06..09,410,n.a.,"n.a. (legacy URL, not served; GSC history only)",0,0,0,0,"P1=2026-07-01..2026-07-31; P2=2026-08-01..2026-08-31; GSC sc-domain:pepperoni.tatar, web search, all countries/devices, dimensions=date+page; GSC data lag ≤3 days",/halal,n.a.,none,"legacy URL, 0 clicks in both periods; leave 404/410"
https://pepperoni.tatar/ar/geo/babbroni-halal-manama,ar,geo (retired),legacy URL retirement,GSC pages 2026-06..09; consolidation_map; index_manifest,410,n.a.,gone,0,1,0,2,"P1=2026-07-01..2026-07-31; P2=2026-08-01..2026-08-31; GSC sc-domain:pepperoni.tatar, web search, all countries/devices, dimensions=date+page; GSC data lag ≤3 days",/halal,n.a.,keep 410,unsupported locale city page
https://pepperoni.tatar/ar/geo/babbroni-halal-manama-c,ar,geo (retired),legacy city×product (retired),GSC pages 2026-06..09,410,n.a.,"n.a. (legacy URL, not served; GSC history only)",0,0,0,0,"P1=2026-07-01..2026-07-31; P2=2026-08-01..2026-08-31; GSC sc-domain:pepperoni.tatar, web search, all countries/devices, dimensions=date+page; GSC data lag ≤3 days",/halal,n.a.,none,"legacy URL, 0 clicks in both periods; leave 404/410"
https://pepperoni.tatar/ar/geo/babbroni-halal-marrakesh,ar,geo (retired),legacy URL retirement,GSC pages 2026-06..09; consolidation_map; index_manifest,301,https://pepperoni.tatar/en/pepperoni,redirected,1,169,1,79,"P1=2026-07-01..2026-07-31; P2=2026-08-01..2026-08-31; GSC sc-domain:pepperoni.tatar, web search, all countries/devices, dimensions=date+page; GSC data lag ≤3 days",/halal,n.a.,keep 301,geo URL still earns search clicks (2) → equivalent hub
https://pepperoni.tatar/ar/geo/babbroni-halal-mecca,ar,geo (retired),legacy URL retirement,GSC pages 2026-06..09; consolidation_map; index_manifest,410,n.a.,gone,0,2,0,0,"P1=2026-07-01..2026-07-31; P2=2026-08-01..2026-08-31; GSC sc-domain:pepperoni.tatar, web search, all countries/devices, dimensions=date+page; GSC data lag ≤3 days",/halal,n.a.,keep 410,unsupported locale city page
https://pepperoni.tatar/ar/geo/babbroni-halal-muscat,ar,geo (retired),legacy city×product (retired),GSC pages 2026-06..09,410,n.a.,"n.a. (legacy URL, not served; GSC history only)",0,4,0,0,"P1=2026-07-01..2026-07-31; P2=2026-08-01..2026-08-31; GSC sc-domain:pepperoni.tatar, web search, all countries/devices, dimensions=date+page; GSC data lag ≤3 days",/halal,n.a.,none,"legacy URL, 0 clicks in both periods; leave 404/410"
https://pepperoni.tatar/ar/geo/babbroni-halal-rabat,ar,geo (retired),legacy URL retirement,GSC pages 2026-06..09; consolidation_map; index_manifest,301,https://pepperoni.tatar/en/pepperoni,redirected,0,0,1,6,"P1=2026-07-01..2026-07-31; P2=2026-08-01..2026-08-31; GSC sc-domain:pepperoni.tatar, web search, all countries/devices, dimensions=date+page; GSC data lag ≤3 days",/halal,n.a.,keep 301,geo URL still earns search clicks (1) → equivalent hub
https://pepperoni.tatar/ar/geo/babbroni-halal-riyadh,ar,geo (retired),legacy URL retirement,GSC pages 2026-06..09; consolidation_map; index_manifest,410,n.a.,gone,0,3,0,0,"P1=2026-07-01..2026-07-31; P2=2026-08-01..2026-08-31; GSC sc-domain:pepperoni.tatar, web search, all countries/devices, dimensions=date+page; GSC data lag ≤3 days",/halal,n.a.,keep 410,unsupported locale city page
https://pepperoni.tatar/ar/geo/babbroni-halal-salalah,ar,geo (retired),legacy URL retirement,consolidation_map; index_manifest,410,n.a.,gone,n.a.,n.a.,n.a.,n.a.,"P1=2026-07-01..2026-07-31; P2=2026-08-01..2026-08-31; GSC sc-domain:pepperoni.tatar, web search, all countries/devices, dimensions=date+page; GSC data lag ≤3 days",/halal,n.a.,keep 410,unsupported locale city page
https://pepperoni.tatar/ar/geo/babbroni-halal-sanaa-d,ar,geo (retired),legacy city×product (retired),GSC pages 2026-06..09,410,n.a.,"n.a. (legacy URL, not served; GSC history only)",0,0,0,0,"P1=2026-07-01..2026-07-31; P2=2026-08-01..2026-08-31; GSC sc-domain:pepperoni.tatar, web search, all countries/devices, dimensions=date+page; GSC data lag ≤3 days",/halal,n.a.,none,"legacy URL, 0 clicks in both periods; leave 404/410"
https://pepperoni.tatar/ar/geo/babbroni-halal-sharm-el-sheikh,ar,geo (retired),legacy URL retirement,GSC pages 2026-06..09; consolidation_map; index_manifest,410,n.a.,gone,0,2,0,0,"P1=2026-07-01..2026-07-31; P2=2026-08-01..2026-08-31; GSC sc-domain:pepperoni.tatar, web search, all countries/devices, dimensions=date+page; GSC data lag ≤3 days",/halal,n.a.,keep 410,unsupported locale city page
https://pepperoni.tatar/ar/geo/babbroni-halal-sharm-el-sheikh-c,ar,geo (retired),legacy city×product (retired),GSC pages 2026-06..09,410,n.a.,"n.a. (legacy URL, not served; GSC history only)",0,10,0,0,"P1=2026-07-01..2026-07-31; P2=2026-08-01..2026-08-31; GSC sc-domain:pepperoni.tatar, web search, all countries/devices, dimensions=date+page; GSC data lag ≤3 days",/halal,n.a.,none,"legacy URL, 0 clicks in both periods; leave 404/410"
https://pepperoni.tatar/ar/geo/babbroni-halal-tunis,ar,geo (retired),legacy URL retirement,consolidation_map; index_manifest,410,n.a.,gone,n.a.,n.a.,n.a.,n.a.,"P1=2026-07-01..2026-07-31; P2=2026-08-01..2026-08-31; GSC sc-domain:pepperoni.tatar, web search, all countries/devices, dimensions=date+page; GSC data lag ≤3 days",/halal,n.a.,keep 410,unsupported locale city page
https://pepperoni.tatar/ar/geo/burgir-lahmeh-halal-ajman,ar,geo (retired),legacy URL retirement,consolidation_map; index_manifest,410,n.a.,gone,n.a.,n.a.,n.a.,n.a.,"P1=2026-07-01..2026-07-31; P2=2026-08-01..2026-08-31; GSC sc-domain:pepperoni.tatar, web search, all countries/devices, dimensions=date+page; GSC data lag ≤3 days",/halal,n.a.,keep 410,unsupported locale city page
https://pepperoni.tatar/ar/geo/burgir-lahmeh-halal-casablanca,ar,geo (retired),legacy URL retirement,GSC pages 2026-06..09; consolidation_map; index_manifest,410,n.a.,gone,0,0,0,1,"P1=2026-07-01..2026-07-31; P2=2026-08-01..2026-08-31; GSC sc-domain:pepperoni.tatar, web search, all countries/devices, dimensions=date+page; GSC data lag ≤3 days",/halal,n.a.,keep 410,unsupported locale city page
https://pepperoni.tatar/ar/geo/burgir-lahmeh-halal-giza,ar,geo (retired),legacy URL retirement,consolidation_map; index_manifest,410,n.a.,gone,n.a.,n.a.,n.a.,n.a.,"P1=2026-07-01..2026-07-31; P2=2026-08-01..2026-08-31; GSC sc-domain:pepperoni.tatar, web search, all countries/devices, dimensions=date+page; GSC data lag ≤3 days",/halal,n.a.,keep 410,unsupported locale city page
https://pepperoni.tatar/ar/geo/burgir-lahmeh-halal-kuwait-city,ar,geo (retired),legacy URL retirement,consolidation_map; index_manifest,410,n.a.,gone,n.a.,n.a.,n.a.,n.a.,"P1=2026-07-01..2026-07-31; P2=2026-08-01..2026-08-31; GSC sc-domain:pepperoni.tatar, web search, all countries/devices, dimensions=date+page; GSC data lag ≤3 days",/halal,n.a.,keep 410,unsupported locale city page
https://pepperoni.tatar/ar/geo/burgir-lahmeh-halal-manama,ar,geo (retired),legacy URL retirement,consolidation_map; index_manifest,410,n.a.,gone,n.a.,n.a.,n.a.,n.a.,"P1=2026-07-01..2026-07-31; P2=2026-08-01..2026-08-31; GSC sc-domain:pepperoni.tatar, web search, all countries/devices, dimensions=date+page; GSC data lag ≤3 days",/halal,n.a.,keep 410,unsupported locale city page
https://pepperoni.tatar/ar/geo/burgir-lahmeh-halal-mecca,ar,geo (retired),legacy URL retirement,consolidation_map; index_manifest,410,n.a.,gone,n.a.,n.a.,n.a.,n.a.,"P1=2026-07-01..2026-07-31; P2=2026-08-01..2026-08-31; GSC sc-domain:pepperoni.tatar, web search, all countries/devices, dimensions=date+page; GSC data lag ≤3 days",/halal,n.a.,keep 410,unsupported locale city page
https://pepperoni.tatar/ar/geo/burgir-lahmeh-halal-medina,ar,geo (retired),legacy URL retirement,consolidation_map; index_manifest,410,n.a.,gone,n.a.,n.a.,n.a.,n.a.,"P1=2026-07-01..2026-07-31; P2=2026-08-01..2026-08-31; GSC sc-domain:pepperoni.tatar, web search, all countries/devices, dimensions=date+page; GSC data lag ≤3 days",/halal,n.a.,keep 410,unsupported locale city page
https://pepperoni.tatar/ar/geo/burgir-lahmeh-halal-muscat,ar,geo (retired),legacy URL retirement,GSC pages 2026-06..09; consolidation_map; index_manifest,410,n.a.,gone,0,0,0,3,"P1=2026-07-01..2026-07-31; P2=2026-08-01..2026-08-31; GSC sc-domain:pepperoni.tatar, web search, all countries/devices, dimensions=date+page; GSC data lag ≤3 days",/halal,n.a.,keep 410,unsupported locale city page
https://pepperoni.tatar/ar/geo/burgir-lahmeh-halal-muscat-d,ar,geo (retired),legacy URL retirement,GSC pages 2026-06..09; consolidation_map; index_manifest,301,https://pepperoni.tatar/en/kotlety-dlya-burgerov,redirected,1,3,0,0,"P1=2026-07-01..2026-07-31; P2=2026-08-01..2026-08-31; GSC sc-domain:pepperoni.tatar, web search, all countries/devices, dimensions=date+page; GSC data lag ≤3 days",/halal,n.a.,keep 301,geo URL still earns search clicks (1) → equivalent hub
https://pepperoni.tatar/ar/geo/burgir-lahmeh-halal-riyadh,ar,geo (retired),legacy URL retirement,GSC pages 2026-06..09; consolidation_map; index_manifest,410,n.a.,gone,0,1,0,0,"P1=2026-07-01..2026-07-31; P2=2026-08-01..2026-08-31; GSC sc-domain:pepperoni.tatar, web search, all countries/devices, dimensions=date+page; GSC data lag ≤3 days",/halal,n.a.,keep 410,unsupported locale city page
https://pepperoni.tatar/ar/geo/burgir-lahmeh-halal-salalah,ar,geo (retired),legacy URL retirement,GSC pages 2026-06..09; consolidation_map; index_manifest,410,n.a.,gone,0,0,0,1,"P1=2026-07-01..2026-07-31; P2=2026-08-01..2026-08-31; GSC sc-domain:pepperoni.tatar, web search, all countries/devices, dimensions=date+page; GSC data lag ≤3 days",/halal,n.a.,keep 410,unsupported locale city page
https://pepperoni.tatar/ar/geo/burgir-lahmeh-halal-salalah-d,ar,geo (retired),legacy city×product (retired),GSC pages 2026-06..09,410,n.a.,"n.a. (legacy URL, not served; GSC history only)",0,0,0,0,"P1=2026-07-01..2026-07-31; P2=2026-08-01..2026-08-31; GSC sc-domain:pepperoni.tatar, web search, all countries/devices, dimensions=date+page; GSC data lag ≤3 days",/halal,n.a.,none,"legacy URL, 0 clicks in both periods; leave 404/410"
https://pepperoni.tatar/ar/geo/burgir-lahmeh-halal-sanaa,ar,geo (retired),legacy URL retirement,GSC pages 2026-06..09; consolidation_map; index_manifest,301,https://pepperoni.tatar/en/kotlety-dlya-burgerov,redirected,1,7,0,3,"P1=2026-07-01..2026-07-31; P2=2026-08-01..2026-08-31; GSC sc-domain:pepperoni.tatar, web search, all countries/devices, dimensions=date+page; GSC data lag ≤3 days",/halal,n.a.,keep 301,geo URL still earns search clicks (1) → equivalent hub
https://pepperoni.tatar/ar/geo/burgir-lahmeh-halal-tunis,ar,geo (retired),legacy URL retirement,consolidation_map; index_manifest,410,n.a.,gone,n.a.,n.a.,n.a.,n.a.,"P1=2026-07-01..2026-07-31; P2=2026-08-01..2026-08-31; GSC sc-domain:pepperoni.tatar, web search, all countries/devices, dimensions=date+page; GSC data lag ≤3 days",/halal,n.a.,keep 410,unsupported locale city page
https://pepperoni.tatar/ar/geo/ham-halal-ajman,ar,geo (retired),legacy URL retirement,GSC pages 2026-06..09; consolidation_map; index_manifest,410,n.a.,gone,0,1,0,0,"P1=2026-07-01..2026-07-31; P2=2026-08-01..2026-08-31; GSC sc-domain:pepperoni.tatar, web search, all countries/devices, dimensions=date+page; GSC data lag ≤3 days",/halal,n.a.,keep 410,unsupported locale city page
https://pepperoni.tatar/ar/geo/ham-halal-alexandria,ar,geo (retired),legacy URL retirement,consolidation_map; index_manifest,410,n.a.,gone,n.a.,n.a.,n.a.,n.a.,"P1=2026-07-01..2026-07-31; P2=2026-08-01..2026-08-31; GSC sc-domain:pepperoni.tatar, web search, all countries/devices, dimensions=date+page; GSC data lag ≤3 days",/halal,n.a.,keep 410,unsupported locale city page
https://pepperoni.tatar/ar/geo/ham-halal-alexandria-c,ar,geo (retired),legacy city×product (retired),GSC pages 2026-06..09,410,n.a.,"n.a. (legacy URL, not served; GSC history only)",0,0,0,0,"P1=2026-07-01..2026-07-31; P2=2026-08-01..2026-08-31; GSC sc-domain:pepperoni.tatar, web search, all countries/devices, dimensions=date+page; GSC data lag ≤3 days",/halal,n.a.,none,"legacy URL, 0 clicks in both periods; leave 404/410"
https://pepperoni.tatar/ar/geo/ham-halal-alexandria-d,ar,geo (retired),legacy city×product (retired),GSC pages 2026-06..09,410,n.a.,"n.a. (legacy URL, not served; GSC history only)",0,0,0,0,"P1=2026-07-01..2026-07-31; P2=2026-08-01..2026-08-31; GSC sc-domain:pepperoni.tatar, web search, all countries/devices, dimensions=date+page; GSC data lag ≤3 days",/halal,n.a.,none,"legacy URL, 0 clicks in both periods; leave 404/410"
